name,party,era,band,n,share_angry
Jeff Merkley,Democrat,Trump,05-08 morning,1695,0.5575221238938053
Tina Smith,Democrat,Trump II,09-17 work,976,0.5573770491803278
Andrew Ogles,Republican,Trump II,05-08 morning,943,0.5567338282078473
Mike Quigley,Democrat,Trump II,05-08 morning,663,0.5565610859728507
Ron Johnson,Republican,Biden,09-17 work,2421,0.5563816604708798
Edward J. Markey,Democrat,Trump II,09-17 work,1337,0.5557217651458489
Chip Roy,Republican,Trump II,00-04 night,441,0.5555555555555556
Tom Cotton,Republican,Trump II,05-08 morning,1514,0.5554821664464994
Charles E. Schumer,Democrat,Trump,09-17 work,8438,0.5553448684522398
Mary E. Miller,Republican,Trump II,09-17 work,1014,0.5552268244575936
"Banks, Jim",Republican,Biden,21-23 late,281,0.5551601423487544
Nydia M. Velázquez,Democrat,Trump II,09-17 work,480,0.5541666666666667
Kevin Mullin,Democrat,Trump II,05-08 morning,244,0.5532786885245902
Ted Cruz,Republican,Biden,21-23 late,291,0.5532646048109966
"Duncan, Jeff",Republican,Biden,09-17 work,1814,0.5523704520396913
Eric Schmitt,Republican,Biden,05-08 morning,737,0.5522388059701493
Josh Hawley,Republican,Biden,09-17 work,4185,0.55221027479092
W. Gregory Steube,Republican,Biden,18-20 evening,261,0.5517241379310345
Mary E. Miller,Republican,Trump II,05-08 morning,746,0.5509383378016086
Eric Schmitt,Republican,Biden,00-04 night,285,0.5508771929824562
James Comer,Republican,Biden,09-17 work,1834,0.5507088331515813
Tim Kaine,Democrat,Trump II,05-08 morning,616,0.5503246753246753
Mark Meadows R-NC,Republican,Trump,21-23 late,289,0.5501730103806228
Wesley Hunt,Republican,Biden,09-17 work,611,0.5499181669394435
Ron Wyden,Democrat,Trump,09-17 work,693,0.5497835497835498
Ted Cruz,Republican,Biden,09-17 work,14391,0.549718574108818
Darrell Issa,Republican,Trump II,09-17 work,337,0.5489614243323442
"Grijalva, Raul",Democrat,Trump,09-17 work,3457,0.5487416835406421
Bill Hagerty,Republican,Biden,18-20 evening,1212,0.5486798679867987
James Lankford,Republican,Biden,09-17 work,3234,0.5482374768089053
Joe Wilson,Republican,Trump II,09-17 work,644,0.5481366459627329
Nydia M. Velázquez,Democrat,Trump II,05-08 morning,208,0.5480769230769231
Chip Roy,Republican,Biden,00-04 night,376,0.5478723404255319
Nicole Malliotakis,Republican,Biden,05-08 morning,849,0.5477031802120141
Joni Ernst,Republican,Biden,09-17 work,3733,0.5472810072327886
Thomas P. Tiffany,Republican,Trump II,09-17 work,1102,0.5471869328493648
John Kennedy,Republican,Biden,05-08 morning,1135,0.547136563876652
Judy Chu,Democrat,Trump II,09-17 work,501,0.5469061876247505
W. Gregory Steube,Republican,Trump II,09-17 work,686,0.5466472303206997
Brian J. Mast,Republican,Biden,09-17 work,3694,0.5465619924201408
Claudia Tenney,Republican,Biden,00-04 night,366,0.546448087431694
Troy E. Nehls,Republican,Biden,05-08 morning,873,0.5463917525773195
Barry Moore,Republican,Biden,09-17 work,2216,0.5455776173285198
Charles E. Schumer,Democrat,Trump,18-20 evening,1812,0.5452538631346578
Jim Jordan,Republican,Trump,09-17 work,778,0.5449871465295629
Troy E. Nehls,Republican,Biden,00-04 night,301,0.5448504983388704
Paul A. Gosar,Republican,Trump II,05-08 morning,213,0.5446009389671361
Paul Tonko,Democrat,Trump II,05-08 morning,415,0.5445783132530121
Mark Harris,Republican,Trump II,05-08 morning,553,0.5443037974683544
Brian Schatz,Democrat,Trump II,09-17 work,645,0.5441860465116279
Chip Roy,Republican,Biden,18-20 evening,340,0.5441176470588235
Deborah K. Ross,Democrat,Trump II,05-08 morning,524,0.5438931297709924
Zoe Lofgren,Democrat,Trump II,05-08 morning,342,0.543859649122807
Don Bacon,Republican,Trump II,00-04 night,1041,0.5437079731027857
Lauren Boebert,Republican,Biden,09-17 work,4349,0.5431133593929639
Brittany Pettersen,Democrat,Trump II,00-04 night,256,0.54296875
Andrew Ogles,Republican,Trump II,09-17 work,1179,0.542832909245123
Brian J. Mast,Republican,Biden,05-08 morning,993,0.5427995971802618
W. Gregory Steube,Republican,Biden,09-17 work,2738,0.5427319211102994
"LaMalfa, Doug",Republican,Biden,09-17 work,813,0.5424354243542435
"Banks, Jim",Republican,Biden,18-20 evening,472,0.5423728813559322
Claudia Tenney,Republican,Trump II,05-08 morning,1107,0.5420054200542005
Joaquin Castro,Democrat,Trump,09-17 work,548,0.541970802919708
Ayanna Pressley,Democrat,Trump II,05-08 morning,515,0.541747572815534
Kevin Hern,Republican,Biden,09-17 work,1974,0.541033434650456
Aaron Bean,Republican,Biden,09-17 work,540,0.5407407407407407
Troy E. Nehls,Republican,Biden,09-17 work,2360,0.5406779661016949
Christopher R. Deluzio,Democrat,Trump II,09-17 work,769,0.5396618985695709
Joe Wilson,Republican,Biden,18-20 evening,215,0.5395348837209303
John Kennedy,Republican,Biden,09-17 work,2755,0.5393829401088929
Ronny Jackson,Republican,Biden,00-04 night,520,0.5384615384615384
Gabe Amo,Democrat,Trump II,05-08 morning,580,0.5379310344827586
Don Bacon,Republican,Trump II,18-20 evening,530,0.5377358490566038
Dan Crenshaw,Republican,Biden,00-04 night,214,0.5373831775700935
"Herbert C. Conaway, Jr.",Democrat,Trump II,09-17 work,229,0.537117903930131
Joni Ernst,Republican,Biden,05-08 morning,1596,0.5369674185463659
Paul A. Gosar,Republican,Trump,00-04 night,352,0.5369318181818182
James Comer,Republican,Biden,18-20 evening,231,0.5367965367965368
Joni Ernst,Republican,Trump II,05-08 morning,734,0.5367847411444142
Ted Lieu,Democrat,Trump,09-17 work,4788,0.5367585630743525
Jackie Speier D-CA,Democrat,Trump,18-20 evening,276,0.5362318840579711
Yvette D. Clarke,Democrat,Trump II,05-08 morning,211,0.5355450236966824
Paul Tonko,Democrat,Trump II,09-17 work,325,0.5353846153846153
John W. Rose,Republican,Trump II,09-17 work,325,0.5353846153846153
Charles E. Schumer,Democrat,Trump,21-23 late,710,0.5352112676056338
Rand Paul,Republican,Trump II,09-17 work,2527,0.5350217649386625
Ron Wyden,Democrat,Trump,00-04 night,714,0.5350140056022409
Ralph Norman,Republican,Trump II,05-08 morning,490,0.5346938775510204
Ron Johnson,Republican,Biden,05-08 morning,511,0.5342465753424658
Tom Cotton,Republican,Trump,00-04 night,307,0.5342019543973942
Jackie Speier D-CA,Democrat,Trump,09-17 work,2734,0.5332845647403073
Debbie Wasserman Schultz,Democrat,Trump,05-08 morning,557,0.533213644524237
Barry Moore,Republican,Biden,05-08 morning,469,0.5330490405117271
"Lee, Barbara",Democrat,Trump,05-08 morning,758,0.5329815303430079
Zoe Lofgren,Democrat,Trump II,09-17 work,259,0.5328185328185329
Eric Schmitt,Republican,Trump II,09-17 work,2371,0.532686630113876
Pat Fallon,Republican,Trump II,09-17 work,667,0.5322338830584707
W. Gregory Steube,Republican,Biden,05-08 morning,748,0.5320855614973262
Salud O. Carbajal,Democrat,Trump II,05-08 morning,312,0.532051282051282
Doug Collins,Republican,Trump,18-20 evening,312,0.532051282051282
Bernard Sanders,Independent,Trump,05-08 morning,2810,0.5320284697508897
Gregory W. Meeks,Democrat,Trump II,09-17 work,656,0.5320121951219512
Dan Crenshaw,Republican,Trump,05-08 morning,617,0.5316045380875203
Ted Lieu,Democrat,Trump,05-08 morning,2291,0.5312090790048014
Ralph Norman,Republican,Trump II,09-17 work,514,0.5311284046692607
"Gaetz, Matt",Republican,Biden,09-17 work,2505,0.530938123752495
"Grijalva, Raul",Democrat,Trump,05-08 morning,635,0.5307086614173229
Tom Cotton,Republican,Trump II,09-17 work,1168,0.5299657534246576
Jake Auchincloss,Democrat,Trump II,09-17 work,387,0.5297157622739018
Bernard Sanders,Independent,Biden,09-17 work,4186,0.5293836598184424
Darren Soto,Democrat,Trump II,09-17 work,597,0.5293132328308208
Brendan F. Boyle,Democrat,Trump II,09-17 work,1317,0.5292331055429005
Rand Paul,Republican,Trump II,05-08 morning,1836,0.528322440087146
Richard E. Neal,Democrat,Trump II,09-17 work,328,0.5274390243902439
Elijah Crane,Republican,Biden,00-04 night,220,0.5272727272727272
Josh Hawley,Republican,Biden,18-20 evening,404,0.5272277227722773
Martin Heinrich,Democrat,Trump II,05-08 morning,463,0.5269978401727862
Mark Meadows R-NC,Republican,Trump,18-20 evening,353,0.5269121813031161
Andrew Ogles,Republican,Biden,05-08 morning,245,0.5265306122448979
Steve Cohen,Democrat,Trump,05-08 morning,798,0.5263157894736842
Martin Heinrich,Democrat,Trump II,09-17 work,631,0.526148969889065
Hakeem S. Jeffries,Democrat,Biden,05-08 morning,652,0.5260736196319018
Mark Pocan,Democrat,Trump,05-08 morning,824,0.5254854368932039
Seth Moulton,Democrat,Trump II,09-17 work,805,0.5254658385093167
Madison Cawthorn R-NC,Republican,Biden,09-17 work,1751,0.5254140491147915
Ronny Jackson,Republican,Trump II,05-08 morning,556,0.5251798561151079
Bernard Sanders,Independent,Trump,18-20 evening,985,0.5248730964467005
Lisa C. McClain,Republican,Biden,05-08 morning,644,0.5248447204968945
André Carson,Democrat,Trump II,09-17 work,404,0.5247524752475248
Ruben Gallego,Democrat,Trump II,09-17 work,1035,0.5246376811594203
Michael F. Bennet,Democrat,Trump II,09-17 work,715,0.5244755244755245
Mark Pocan,Democrat,Trump II,00-04 night,227,0.5242290748898678
Edward J. Markey,Democrat,Trump,21-23 late,210,0.5238095238095238
Gabe Amo,Democrat,Trump II,09-17 work,1452,0.5234159779614325
Christopher R. Deluzio,Democrat,Trump II,05-08 morning,484,0.5227272727272727
Barry Loudermilk,Republican,Biden,09-17 work,639,0.5226917057902973
"Casey, Robert Jr.",Democrat,Trump,21-23 late,314,0.5222929936305732
Adriano Espaillat,Democrat,Biden,00-04 night,247,0.5222672064777328
Ronny Jackson,Republican,Trump II,09-17 work,546,0.521978021978022
Teresa Leger Fernandez,Democrat,Trump II,05-08 morning,395,0.5215189873417722
Sheldon Whitehouse,Democrat,Trump,21-23 late,376,0.5212765957446809
Ben Cline,Republican,Biden,05-08 morning,472,0.5211864406779662
Mark Kelly,Democrat,Trump II,09-17 work,1115,0.5210762331838565
Salud O. Carbajal,Democrat,Trump II,09-17 work,357,0.5210084033613446
Pat Fallon,Republican,Trump II,00-04 night,438,0.5205479452054794
Claudia Tenney,Republican,Biden,21-23 late,250,0.52
Mike Lee,Republican,Biden,18-20 evening,881,0.5198637911464246
Scott Perry,Republican,Trump II,09-17 work,633,0.5197472353870458
"Donald S. Beyer, Jr.",Democrat,Trump,21-23 late,281,0.5195729537366548
Harriet M. Hageman,Republican,Biden,09-17 work,537,0.5195530726256983
Ben Cline,Republican,Trump II,05-08 morning,591,0.5194585448392555
Rick Scott,Republican,Biden,00-04 night,701,0.5192582025677603
"Green, Mark",Republican,Biden,05-08 morning,289,0.5190311418685121
Jerrold Nadler,Democrat,Trump,21-23 late,268,0.5186567164179104
Jim Bridenstine R-OK,Republican,Obama,18-20 evening,226,0.5176991150442478
Bernard Sanders,Independent,Biden,05-08 morning,1132,0.5176678445229682
Alan Lowenthal D-CA,Democrat,Trump,05-08 morning,1076,0.5176579925650557
Kelly Morrison,Democrat,Trump II,09-17 work,632,0.5174050632911392
John Barrasso,Republican,Trump II,05-08 morning,406,0.5172413793103449
Daniel S. Goldman,Democrat,Biden,05-08 morning,468,0.5170940170940171
Kevin Kiley,Independent,Biden,05-08 morning,617,0.5170178282009724
James Lankford,Republican,Biden,05-08 morning,973,0.5169578622816033
Chris Van Hollen,Democrat,Biden,18-20 evening,385,0.5168831168831168
Elizabeth Warren,Democrat,Biden,09-17 work,6644,0.5168573148705599
Anthony Brown D-MD,Democrat,Trump,09-17 work,1384,0.5166184971098265
Mike Lee,Republican,Biden,09-17 work,6411,0.5164560910934332
Chris Stewart R-UT,Republican,Biden,09-17 work,736,0.5163043478260869
Valerie P. Foushee,Democrat,Trump II,05-08 morning,407,0.515970515970516
Bernard Sanders,Independent,Biden,18-20 evening,471,0.5159235668789809
Josh Hawley,Republican,Trump,05-08 morning,863,0.5156431054461182
Tom Cotton,Republican,Trump II,00-04 night,458,0.5152838427947598
Randy Fine,Republican,Trump II,09-17 work,2438,0.5151763740771124
Rick Scott,Republican,Trump II,09-17 work,2920,0.5150684931506849
Randy Fine,Republican,Trump II,05-08 morning,1189,0.5147182506307821
Gregory W. Meeks,Democrat,Trump,21-23 late,253,0.5138339920948617
Claudia Tenney,Republican,Biden,09-17 work,5784,0.5136583679114799
Tina Smith,Democrat,Trump II,05-08 morning,625,0.5136
Steny H. Hoyer,Democrat,Trump II,09-17 work,616,0.512987012987013
"Donald S. Beyer, Jr.",Democrat,Trump,18-20 evening,1156,0.5129757785467128
Mike Lee,Republican,Trump II,05-08 morning,4248,0.5127118644067796
August Pfluger,Republican,Biden,09-17 work,2799,0.5126831011075385
Judy Chu,Democrat,Trump II,00-04 night,359,0.5125348189415042
Dan Crenshaw,Republican,Biden,09-17 work,2636,0.5125189681335357
James A. Himes,Democrat,Trump II,05-08 morning,209,0.5119617224880383
Jeff Merkley,Democrat,Trump,09-17 work,6259,0.5117430899504714
Keith Self,Republican,Trump II,05-08 morning,1292,0.5116099071207431
Rand Paul,Republican,Trump II,00-04 night,346,0.5115606936416185
Christopher Murphy,Democrat,Trump,18-20 evening,270,0.5111111111111111
Lisa C. McClain,Republican,Biden,18-20 evening,376,0.5106382978723404
Jerrold Nadler,Democrat,Trump,05-08 morning,382,0.5104712041884817
Mark Pocan,Democrat,Trump,09-17 work,4352,0.5101102941176471
Byron Donalds,Republican,Biden,05-08 morning,938,0.509594882729211
Steve Cohen,Democrat,Trump,21-23 late,693,0.5093795093795094
Mark Meadows R-NC,Republican,Trump,09-17 work,1881,0.5093035619351409
Ben Cline,Republican,Biden,09-17 work,1944,0.5087448559670782
Virginia Foxx,Republican,Biden,09-17 work,698,0.5085959885386819
Mike Lee,Republican,Biden,05-08 morning,1914,0.5083594566353187
"Lamborn, Doug",Republican,Biden,09-17 work,1326,0.5082956259426847
Betty McCollum,Democrat,Trump II,09-17 work,736,0.5081521739130435
"Posey, Bill",Republican,Biden,09-17 work,313,0.5079872204472844
Roger Marshall,Republican,Biden,09-17 work,1540,0.5077922077922078
Richard Hudson,Republican,Biden,09-17 work,1940,0.5077319587628866
Wesley Hunt,Republican,Biden,00-04 night,264,0.5075757575757576
James P. McGovern,Democrat,Trump,21-23 late,801,0.5068664169787765
Kathleen Rice D-NY,Democrat,Trump,18-20 evening,219,0.5068493150684932
Joe Wilson,Republican,Trump II,05-08 morning,399,0.506265664160401
Eric Burlison,Republican,Trump II,05-08 morning,1027,0.5053554040895814
Rick Scott,Republican,Trump II,05-08 morning,1425,0.5052631578947369
"Lee, Barbara",Democrat,Trump,09-17 work,4559,0.5051546391752577
Steve Cohen,Democrat,Biden,05-08 morning,598,0.5050167224080268
Byron Donalds,Republican,Biden,09-17 work,1846,0.5043336944745396
Sander Levin D-MI,Democrat,Trump,09-17 work,1034,0.5038684719535783
Marsha Blackburn,Republican,Trump,09-17 work,1691,0.5038438793613247
Hakeem S. Jeffries,Democrat,Biden,09-17 work,925,0.5037837837837837
Margaret Wood Hassan,Democrat,Trump II,09-17 work,491,0.5030549898167006
Alexandria Ocasio-Cortez,Democrat,Trump II,09-17 work,704,0.5028409090909091
Elijah Crane,Republican,Biden,09-17 work,911,0.5027442371020856
"Banks, Jim",Republican,Trump,09-17 work,3519,0.5024154589371981
"Gaetz, Matt",Republican,Trump,09-17 work,3103,0.5020947470190139
Haley M. Stevens,Democrat,Trump II,09-17 work,530,0.5018867924528302
Mike Lee,Republican,Biden,00-04 night,702,0.5014245014245015
Jerrold Nadler,Democrat,Trump,09-17 work,3233,0.5013918960717599
John Kennedy,Republican,Biden,00-04 night,379,0.5013192612137203
Roger Williams,Republican,Biden,05-08 morning,401,0.5012468827930174
John Barrasso,Republican,Biden,05-08 morning,727,0.5006877579092159
Lori Trahan,Democrat,Trump II,09-17 work,789,0.5006337135614702
Ben Cline,Republican,Trump II,09-17 work,690,0.5
Warren Davidson,Republican,Biden,00-04 night,466,0.5
Elizabeth Warren,Democrat,Biden,00-04 night,330,0.5
Keith Self,Republican,Trump II,09-17 work,1484,0.49932614555256066
Scott Perry,Republican,Trump II,05-08 morning,545,0.4990825688073395
Sheldon Whitehouse,Democrat,Biden,18-20 evening,932,0.4989270386266094
Bill Foster,Democrat,Trump II,05-08 morning,321,0.4984423676012461
Warren Davidson,Republican,Biden,05-08 morning,620,0.49838709677419357
Mike Lee,Republican,Trump II,18-20 evening,1525,0.49836065573770494
Jerrold Nadler,Democrat,Trump,18-20 evening,516,0.49806201550387597
Lois Frankel,Democrat,Trump II,05-08 morning,221,0.497737556561086
August Pfluger,Republican,Biden,18-20 evening,203,0.4975369458128079
Richard McCormick,Republican,Biden,09-17 work,995,0.49748743718592964
Edward J. Markey,Democrat,Trump,09-17 work,6513,0.4973130661753416
Mike Lee,Republican,Trump II,09-17 work,9220,0.4972885032537961
Jim Jordan,Republican,Biden,09-17 work,3652,0.49726177437020813
Mark Pocan,Democrat,Trump,18-20 evening,612,0.49673202614379086
Norma J. Torres,Democrat,Trump II,09-17 work,609,0.49589490968801314
Ami Bera,Democrat,Trump II,05-08 morning,228,0.4956140350877193
Gregory W. Meeks,Democrat,Trump,18-20 evening,456,0.4956140350877193
Norma J. Torres,Democrat,Trump II,00-04 night,220,0.4954545454545455
Jeanne Shaheen,Democrat,Trump II,09-17 work,989,0.4954499494438827
James Comer,Republican,Trump II,09-17 work,533,0.49530956848030017
Debbie Wasserman Schultz,Democrat,Trump,09-17 work,2752,0.4952761627906977
Christopher Murphy,Democrat,Trump,09-17 work,2319,0.4950409659335921
Adam B. Schiff,Democrat,Biden,00-04 night,576,0.4947916666666667
Kevin Kiley,Independent,Biden,09-17 work,991,0.4944500504540868
Ted Cruz,Republican,Biden,18-20 evening,1711,0.494447691408533
Roger Williams,Republican,Biden,09-17 work,1932,0.4943064182194617
Lauren Boebert,Republican,Biden,18-20 evening,253,0.49407114624505927
Adam B. Schiff,Democrat,Biden,09-17 work,2442,0.49385749385749383
Bill Hagerty,Republican,Biden,05-08 morning,1199,0.493744787322769
Bradley Scott Schneider,Democrat,Trump II,05-08 morning,462,0.4935064935064935
Val Demings D-FL,Democrat,Trump,21-23 late,377,0.493368700265252
Elizabeth Warren,Democrat,Trump,18-20 evening,1620,0.49320987654320986
Jodey C. Arrington,Republican,Biden,09-17 work,1673,0.4931261207411835
James A. Himes,Democrat,Trump II,09-17 work,363,0.4931129476584022
Ken Calvert,Republican,Trump,05-08 morning,215,0.4930232558139535
Byron Donalds,Republican,Biden,00-04 night,211,0.4928909952606635
Andy Harris,Republican,Trump II,05-08 morning,323,0.49226006191950467
Joseph D. Morelle,Democrat,Trump II,09-17 work,1240,0.49112903225806454
Claudia Tenney,Republican,Biden,18-20 evening,835,0.49101796407185627
Kevin Brady R-TX,Republican,Biden,05-08 morning,220,0.4909090909090909
Mike Lee,Republican,Trump II,00-04 night,1915,0.4908616187989556
Jeff Merkley,Democrat,Trump,18-20 evening,587,0.4906303236797274
Gregory W. Meeks,Democrat,Trump,09-17 work,3098,0.48999354422207875
Kevin Mullin,Democrat,Trump II,09-17 work,288,0.4895833333333333
Tom McClintock,Republican,Biden,09-17 work,556,0.4892086330935252
Nicole Malliotakis,Republican,Biden,09-17 work,3091,0.48883856357165967
Josh Hawley,Republican,Trump II,05-08 morning,894,0.4888143176733781
Andy Biggs,Republican,Trump,00-04 night,536,0.48880597014925375
Wesley Hunt,Republican,Trump II,05-08 morning,798,0.48872180451127817
Sheldon Whitehouse,Democrat,Trump,18-20 evening,1670,0.48862275449101794
"Graham, Lindsey",Republican,Biden,09-17 work,903,0.4883720930232558
Derrick Van Orden,Republican,Trump II,18-20 evening,215,0.4883720930232558
